file_path,detected_issues,recommended_migration_target
client/src/components/ContentList.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/AlertSkeletonLoader.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/activityBar.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/ErrorBoundary.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestInviteDialog.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestInviteDialog.test.jsx,.jsx extension; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/AlertList.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/SubHeader.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/StripePaymentDialog.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/PopoverMenu.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/LoadingSpinner.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/customExpansionPanel.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Alert.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/PrivateRoute.jsx,.jsx extension; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/hooks/usePresenceHeartbeat.js,useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/hooks/useTypingIndicator.js,useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/hooks/usePagination.js,React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/hooks/useResponsive.js,Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/hooks/usePresenceSubscription.js,useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/layouts/Auth.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/layouts/TokenExpired.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/layouts/Admin.stories.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/layouts/Admin.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/layouts/RTL.stories.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/layouts/Auth.stories.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/layouts/RTL.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/layouts/Scoreboard.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/svg/Home.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/svg/Comment.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/svg/SettingsActive.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/svg/Like.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/svg/Settings.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/svg/Quote.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/svg/Dislike.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/modalStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/hoverCardStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/customSelectStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/buttonGroupStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/customCheckboxRadioSwitch.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/cardImagesStyles.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/extendedTablesStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/validationFormsStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/loginPageStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/notificationsStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/extendedFormsStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/userProfileStyles.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/sweetAlertStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/gridSystemStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/buttonsStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/lockScreenPageStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/iconsStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/errorPageStyles.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/registerPageStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/chartsStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/pricingPageStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/regularFormsStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/dashboardStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/views/landingPageStyle.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/snackbarContentStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/tableStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/cardTextStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/infoStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/buttonStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/cardHeaderStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/customInputStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/customDropdownStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/badgeStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/typographyStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/cardIconStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/authNavbarStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/headingStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/cardAvatarStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/cardStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/sidebarStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/cardBodyStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/tasksStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/wizardStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/navPillsStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/footerStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/paginationStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/timelineStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/accordionStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/customTabsStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/instructionStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/adminNavbarLinksStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/adminNavbarStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/customLinearProgressStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/components/cardFooterStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/layouts/adminStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/layouts/authStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/assets/jss/material-dashboard-pro-react/layouts/rtlStyle.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/ui/ActivityCard/ActivityCard.stories.js,Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/ui/ActivityCard/index.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/ui/Dialog/index.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/ui/Dialog/Dialog.stories.js,Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/ui/ActivityCard/__tests__/index.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/ui/Dialog/__tests__/index.test.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/CustomDropdown/CustomDropdown.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/CustomButtons/Button.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Snackbar/Snackbar.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Snackbar/SnackbarContent.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/CustomLinearProgress/CustomLinearProgress.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Grid/GridContainer.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Grid/GridItem.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Sidebar/Sidebar.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/InfoArea/InfoArea.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/CustomTabs/CustomTabs.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Tasks/Tasks.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/CustomInput/CustomInput.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Badge/Badge.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/NavPills/NavPills.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Timeline/Timeline.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Instruction/Instruction.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Table/Table.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Wizard/Wizard.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Card/CardBody.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Card/Card.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Card/CardAvatar.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Card/CardHeader.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Card/CardFooter.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Card/CardIcon.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Card/CardText.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/FixedPlugin/FixedPlugin.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Heading/Heading.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/CustomUpload/PictureUpload.jsx,.jsx extension; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/CustomUpload/ImageUpload.jsx,.jsx extension; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Clearfix/Clearfix.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Footer/Footer.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Typography/Muted.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Typography/Warning.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Typography/Danger.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Typography/Quote.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Typography/Info.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Typography/Primary.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Typography/Success.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Navbars/AdminNavbar.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Navbars/AuthNavbar.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Navbars/AdminNavbarLinks.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Accordion/Accordion.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/Pagination/Pagination.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Widgets/Widgets.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Tables/ExtendedTables.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Tables/ReactTables.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Tables/RegularTables.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Dashboard/Dashboard.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Charts/Charts.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Components/Buttons.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Components/Notifications.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Components/Typography.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Components/SweetAlert.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Components/Icons.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Components/GridSystem.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Components/Panels.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Maps/VectorMap.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
